NIDID,Dam_Name,Insp_Date,Submit_Date,River,City_02,County,State,Cong_Dist,Cong_Rep,Party,Owner_Type,Owner_Name,Year_Comp,Year_Mod,Private_Dam,NPDP_Hazard,Permit_Auth,Insp_Auth,Enfrc_Auth,Juris_Dam,NID_Height,NID_Storage,Dam_Length,Max_Discharge,Drain_Area,Dam_Designer,EAP,Insp_Freq,St_Reg_Dam,St_Reg_Agncy,Volume,Fed_Fund,Fed_Design,Fed_Con,Fed_Reg,Fed_Insp,Srce_Agncy,Oth_StrucID,Num_Struc,Longitude,Latitude
VA13508,VPI DAM,1995-09-14,2013-02-27,UNKNOWN,,NOTTOWAY,VA,VA04,J. RANDY FORBES (R),R,FEDERAL,FORT PICKETT,1974,,N,,N,N,N,N,26,238,800,,,UNKNOWN,N,0,N,DCR,,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,,0,-77.955,37.0966
VA11301,WHITE OAK DAM #1,2011-04-05,2013-03-12,WHITE OAK RUN,MADISON,MADISON,VA,VA05,ROBERT HURT (R),R,LOCAL GOVERNMENT,RAPIDAN SERVICE AUTHORITY,1965,,N,SIGNIFICANT,Y,Y,Y,Y,64,2323,500,10200,5.1,USDA NRCS,Y,0,Y,DCR,106110,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-78.31,38.3783
VA02919,WILLIS RIVER DAM #2,2011-11-09,2013-03-12,TR-TONGUE QUARTER CREEK,CURDSVILLE,BUCKINGHAM,VA,VA05,ROBERT HURT (R),R,LOCAL GOVERNMENT,PETER FRANCISCO SWCD,1975,,N,LOW,Y,Y,Y,Y,46.29,2730,660,4356,9.3,USDA NRCS,Y,0,Y,DCR,100060,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-78.485,37.4516
VA02908,WILLIS RIVER DAM #6A,2011-11-10,2013-03-12,LITTLE WILLIS RIVER,CURDSVILLE,BUCKINGHAM,VA,VA05,ROBERT HURT (R),R,LOCAL GOVERNMENT,PETER FRANCISCO SWCD,1973,,N,LOW,Y,Y,Y,Y,33.1,1036,496,3850,2.98,USDA NRCS,Y,0,Y,DCR,26000,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-78.5116,37.4066
VA02910,WILLIS RIVER DAM #9,2011-11-15,2013-03-12,PAYNE CREEK,CA IRA,BUCKINGHAM,VA,VA05,ROBERT HURT (R),R,LOCAL GOVERNMENT,PETER FRANCISCO SWCD,1969,,N,LOW,Y,Y,Y,Y,36.29,590,340,1400,2.5,USDA NRCS,Y,0,Y,DCR,24730,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-78.3733,37.4766
VA17104,WOODSTOCK DAM,2008-01-23,2013-03-12,LITTLE STONY CREEK,COLUMBIA FURNACE,SHENANDOAH,VA,VA06,BOB GOODLATTE (R),R,LOCAL GOVERNMENT,TOWN OF WOODSTOCK,1957,,Y,HIGH,Y,Y,Y,Y,44,102,388,16550,7,,Y,0,Y,DCR,,,USDA NRCS,,USDA FS,,VA,,0,-78.6566,38.9183
VA09306,WRENNS DAM,,2013-03-12,PAGAN RIVER,SMITHFIELD,ISLE OF WIGHT,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,E. CARTER NETTLES,1900,,N,SIGNIFICANT,Y,Y,Y,Y,14,172,,,,,N,0,Y,DCR,,,,,,,VA,,0,-76.6716,37.0233
VA14310,YOGI BEAR CAMPGROUND,,2013-03-12,TR-SANDY CREEK,ST RT 662,PITTSYLVANIA,VA,VA05,ROBERT HURT (R),R,PRIVATE,"HOWARD B. LESTER, III",1960,,N,LOW,Y,Y,Y,Y,22,149,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-79.3383,36.705
VA13511,BIRCHIN LAKE DAM,1995-09-11,2013-02-27,UNKNOWN,,NOTTOWAY,VA,VA04,J. RANDY FORBES (R),R,FEDERAL,FORT PICKETT,1942,,N,,N,N,N,N,15,367,500,,6,UNKNOWN,N,0,N,DCR,9633,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,,0,-77.9066,37.035
VA10106,LAFFERTY DAM NO. 1,,2013-03-12,HARRISONS CREEK,WEST POINT,KING WILLIAM,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,EDGAR LAFFERTY,1900,,N,LOW,Y,Y,Y,Y,15,138,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.0333,37.6
VA05313,TOMMEHETON LAKE DAM,1995-09-11,2013-02-27,UNKNOWN,,DINWIDDIE,VA,VA04,J. RANDY FORBES (R),R,FEDERAL,FORT PICKETT,1942,,N,,N,N,N,N,25,557,450,,17,UNKNOWN,N,0,N,DCR,,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,DOD USA,,0,-77.86,37.0333
VA10105,OLD TOWN FARM DAM,,2013-03-12,TR-WILLIAMS CREEK,WEST POINT,KING WILLIAM,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,W. H. HARRELL,1900,,N,LOW,Y,Y,Y,Y,12,55,350,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.0073,37.5948
VA18505,UPPER CLINCH VALLEY DAM #1B,2008-08-28,2013-03-12,CAVITTS CREEK,RIVER JACK,TAZEWELL,VA,VA09,H. MORGAN GRIFFITH (R),R,LOCAL GOVERNMENT,TAZEWELL COUNTY,1988,0,N,HIGH,Y,Y,Y,Y,75.5,2320,460,15060,2.57,BENATEC ASSOCIATES,Y,0,Y,DCR,220210,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-81.5216,37.165
VA02914,HORSEPEN CREEK DAM,2012-03-07,2013-03-12,HORSEPEN CREEK,BUCKINGHAM,BUCKINGHAM,VA,VA05,ROBERT HURT (R),R,STATE,VA DEPARTMENT OF GAME & INLAND FISHERIES,1935,,N,LOW,Y,Y,Y,Y,35,730,250,,2.96,,Y,0,Y,DCR,,,,,,,VA,,0,-78.5533,37.51
MD00058,HUNTING CREEK DAM,2012-05-29,2013-02-04,HUNTING CREEK,THURMONT,FREDERICK,MD,MD08,CHRIS VAN HOLLEN (D),D,STATE,"MD DNR-PUBLIC LANDS, ENGINEERING & CONSTR-WESTERN",1969,1969,N,HIGH,Y,Y,Y,Y,79,1263,787,33400,6.9,BUCHART HORN,Y,1,Y,MD DAM SAFETY,,,,,,,MD,,0,-77.4565,39.6278
VA14909,INDIAN SWAMP,,2013-03-12,TR-ROWANTY CREEK,US ROUTE 301,PRINCE GEORGE,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,INDIAN SWAMP CORP.,1820,,N,LOW,Y,Y,Y,Y,10,52,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.3783,37.0233
VA18326,JENKINS DAM,,2013-03-12,TR-SEACOCK SWAMP,WAKEFIELD,SUSSEX,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,S. JENKINS,1955,,N,LOW,Y,Y,Y,Y,12,54,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.0383,36.965
VA14106,JIM BOAZ DAM,,2013-03-12,TR-SOUTH MAYO RIVER,VA ST RD 653,PATRICK,VA,VA09,H. MORGAN GRIFFITH (R),R,NOT LISTED,JAMES BOAZ,1973,,N,,Y,Y,Y,Y,28,43,230,73,,,NR,0,Y,DCR,15000,,USDA NRCS,,,,VA,,0,-80.1966,36.6216
VA04502,JOHNS CREEK DAM #1,2006-11-02,2013-03-12,JOHNS CREEK,MAGGIE,CRAIG,VA,VA09,H. MORGAN GRIFFITH (R),R,LOCAL GOVERNMENT,MOUNTAIN CASTLES SWCD,1967,,Y,HIGH,Y,Y,Y,Y,62,3759,1500,9390,18.05,USDA NRCS,Y,0,Y,DCR,382250,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-80.43,37.4
VA18325,JOHNSON DAM,,2013-03-12,TR-JOSEPHS SWAMP,ST RT 626,SUSSEX,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,C. JOHNSON,1965,,N,,Y,Y,Y,Y,13,52,289,90,,,NR,0,Y,DCR,3297,,USDA NRCS,,,,VA,,0,-77.2566,37.03
VA07504,KILLERNEY DAM,,2013-03-12,TRIB. BIG LICKINGHOLE CREEK,EAST LEAKE,GOOCHLAND,VA,VA07,ERIC CANTOR (R),R,PRIVATE,THOMAS KNOX LIVELY,1969,,N,,Y,Y,Y,Y,24,234,420,,,,N,0,Y,DCR,22997,,USDA NRCS,,,,VA,,0,-77.9768,37.832
VA07525,LAKE DILLON DAM,1997-09-03,2013-03-12,POWDER RUN CREEK,VA STATE ROUTE-6,GOOCHLAND,VA,VA07,ERIC CANTOR (R),R,PRIVATE,"B.S.A., ROBERT E. LEE COUNCIL",1983,,N,LOW,Y,Y,Y,Y,31,600,450,,0.47,"R.A. STRAWBRIDGE, INC.",Y,0,Y,DCR,,,,,,,VA,,0,-77.8666,37.675
VA05910,LAKE FAIRFAX DAM,2011-07-08,2013-03-12,COLVIN RUN,FAIRVIEW,FAIRFAX,VA,VA11,GERALD E. CONNOLLY (D),D,LOCAL GOVERNMENT,FAIRFAX COUNTY PARK AUTHORITY,1956,,N,SIGNIFICANT,Y,Y,Y,Y,32,487,500,,4.3,"FOUNDATION ENGINEERING OF VA, P.C.",Y,0,Y,DCR,,,,,,,VA,,0,-77.3166,38.9666
MD00091,LAKE OF THE PINES,2011-06-16,2013-02-04,TARNANS BRANCH,BON HAVEN,ANNE ARUNDEL,MD,MD04,DONNA F. EDWARDS (D),D,LOCAL GOVERNMENT,ANNE ARUNDEL COUNTY PACE,1981,"1994,S PIPE JOINTS REPAIRED",N,SIGNIFICANT,Y,Y,Y,Y,22,106,313,1040,1,"MC CRONE, INC",Y,3,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.6377,38.9668
MD00186,LAKE RIDGE COMMUNITY POND DAM,2010-06-02,2013-02-04,TR-FISHING CREEK,CHESAPEAKE BEACH,CALVERT,MD,MD05,STENY H. HOYER (D),D,PRIVATE,"EDWARD B. HOWLIN, INC.",1969,"2001,S",N,SIGNIFICANT,Y,Y,Y,Y,28,154,285,38,0.3,USDA NRCS,N,3,Y,MD DAM SAFETY,1,,USDA NRCS,,,,MD,,0,-76.577,38.6604
VA05106,LAUREL LAKE DAM,2006-01-31,2013-03-12,LAUREL BRANCH,"ELKHORN CITY, KY",DICKENSON,VA,VA09,H. MORGAN GRIFFITH (R),R,STATE,BREAKS INTERSTATE PARK COMMISSION,1963,,N,LOW,Y,Y,Y,Y,43,231,290,,0.11,,Y,0,Y,DCR,,,,,,,VA,,0,-82.2983,37.2883
VA14317,LAYTON BACON DAM,,2013-03-12,TR-SANDY RIVER,STONY MILL,PITTSYLVANIA,VA,VA05,ROBERT HURT (R),R,PRIVATE,SYED A. AHMED,1976,,N,,N,N,N,N,33,76,400,17100,,,NR,0,N,DCR,68660,,USDA NRCS,,,,VA,,0,-79.58,36.6416
VA02702,LONG BOTTOM BRANCH DAM,,2013-03-12,LONG BOTTOM BRANCH,BLACKEY,BUCHANAN,VA,VA09,H. MORGAN GRIFFITH (R),R,NOT LISTED,EASTERN COAL COMPANY,1955,,N,SIGNIFICANT,N,N,N,N,33,16,,,,,N,0,N,DCR,,,,,,,VA,,0,-81.9616,37.4
VA14502,LOWER POWHATAN DAM,,2013-03-12,STEGERS CREEK,ST EMMA MILITARY ACADEMY,POWHATAN,VA,VA04,J. RANDY FORBES (R),R,STATE,VA DEPARTMENT OF GAME & INLAND FISHERIES,1932,,N,LOW,Y,Y,Y,Y,19,305,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78,37.5766
VA08504,LUCKS DAM,,2013-03-12,TR-FALLING CREEK,ASHLAND MILL,HANOVER,VA,VA07,ERIC CANTOR (R),R,PRIVATE,CABELL LUCK,1969,,N,,Y,Y,Y,Y,14,78,276,141,,,NR,0,Y,DCR,4720,,USDA NRCS,,,,VA,,0,-77.505,37.7716
VA11104,LUNENBURG BEACH DAM,2011-11-04,2013-03-12,BIG HOUND CREEK,ST RT 652,LUNENBURG,VA,VA05,ROBERT HURT (R),R,LOCAL GOVERNMENT,TOWN OF VICTORIA,1920,,N,LOW,Y,Y,Y,Y,22,113,361,,0.34,UNKNOWN,Y,0,Y,DCR,,,,,,,VA,,0,-78.21,36.9933
VA14905,MANNS DAM,,2013-03-12,WARDS CREEK,BURROWSVILLE,PRINCE GEORGE,VA,VA03,ROBERT C. ???BOBBY??? SCOTT (D),D,PRIVATE,ELSIE CRUEY,1910,,N,LOW,Y,Y,Y,Y,10,120,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.11,37.1933
MD00115,MASON DIXON ORIGINAL SETTLING POND,2012-10-18,2013-02-04,OFFSTREAM-TR-PRINCIPIO CREEK,PRINCIPIO FURNANCE,CECIL,MD,MD01,ANDY HARRIS (R),R,PRIVATE,"YORK BUILDING PRODUCTS CO, INC.",1966,"1995,S",N,LOW,Y,Y,Y,Y,52,386,1390,44,0.1,GEO-TECHNOLOGY ASSOCIATES GTA,NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.016,39.5803
MD00052,MASON-DIXON WATER SUPPLY POND,2008-12-08,2013-02-04,TR-PRINCIPIO CREEK-DARK RUN,PRINCIPIO FURNACE,CECIL,MD,MD01,ANDY HARRIS (R),R,PRIVATE,"YORK BUILDING PRODUCTS CO, INC.",1966,1966,N,SIGNIFICANT,Y,Y,Y,Y,67,255,785,8188,0.9,JAMES H. LUDLOW ASSOC.,NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.0316,39.615
VA08539,MATTAWAN DAM,2009-05-31,2013-03-12,TR-TOTOPOTOMY CREEK,VA STATE ROUTE-606,HANOVER,VA,VA07,ERIC CANTOR (R),R,PRIVATE,JAMES AND KAREN WHITE,1951,,N,LOW,Y,Y,Y,Y,26,170,100,,0.9,"JOHN HUTCHERSON, VA P.E. #007753",Y,0,Y,DCR,,,,,,,VA,,0,-77.3233,37.6566
MD00171,MC ALLISTER POND NO. 1,2009-06-22,2013-02-04,TR-KERRICK SWAMP,ROGERS MILL,CHARLES,MD,MD05,STENY H. HOYER (D),D,PRIVATE,THOMAS H POSEY,1967,2008E,N,LOW,Y,Y,Y,Y,22,52,350,70,0.2,USDA NRCS,NR,5,Y,MD DAM SAFETY,16750,,USDA NRCS,,,,MD,,0,-76.924,38.5399
VA16304,MOORE'S CREEK DAM,2010-06-10,2013-03-12,MOORE CREEK,OAKDALE,ROCKBRIDGE,VA,VA06,BOB GOODLATTE (R),R,LOCAL GOVERNMENT,CITY OF LEXINGTON,1900,,N,HIGH,Y,Y,Y,Y,90,1295,950,,2.11,,Y,0,Y,DCR,,,,,,,VA,,0,-79.645,37.7466
DE00032,MOORES LAKE DAM,2012-06-20,2013-02-04,ISAAC BRANCH,DOVER AIR FORCE BASE,KENT,DE,DE00,JOHN C. CARNEY JR. (D),D,STATE,DELDOT; DNREC DFW,1967,,N,SIGNIFICANT,Y,Y,Y,Y,14.02,446,410,2057,14.17,,N,1,Y,DNREC,,,,,,,DE,,0,-75.5184,39.126
VA05103,MOSS #1 FRESH WATER SUPPLY DAM,,2013-03-12,LICK FORK,CLINTWOOD CHURCH,DICKENSON,VA,VA09,H. MORGAN GRIFFITH (R),R,PRIVATE,CLINCHFIELD COAL COMPANY,1955,,N,SIGNIFICANT,N,N,N,N,65,525,,,,,N,0,N,DCR,,,,,,,VA,,0,-82.53,37.125
VA05102,MOSS MINE #1 DAM,,2013-03-12,LICK FORK,CLINTWOOD,DICKENSON,VA,VA09,H. MORGAN GRIFFITH (R),R,PRIVATE,CLINCHFIELD COAL COMPANY,1955,,N,SIGNIFICANT,N,N,N,N,154,1314,,,,,N,0,N,DCR,,,,,DOL MSHA,DOL MSHA,VA,,0,-82.53,37.1166
VA04705,MOUNTAIN RUN DAM #13,2011-03-02,2013-03-12,HUNGRY RUN,CULPEPER,CULPEPER,VA,VA07,ERIC CANTOR (R),R,LOCAL GOVERNMENT,CULPEPER SWCD,1960,,N,LOW,Y,Y,Y,Y,30.5,1140,940,1700,3.2,USDA NRCS,Y,0,Y,DCR,51120,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-78.04,38.4516
MD00074,NAGELS MILL POND,2010-01-27,2013-02-04,FOWLING CREEK,TODD WHARF,CAROLINE,MD,MD01,ANDY HARRIS (R),R,PRIVATE,"NAGEL FARM SERVICE, INC.",,"2000,O",N,SIGNIFICANT,Y,Y,Y,Y,16,175,450,472,5.6,USDA NRCS-ANN BALDWIN (MOD),Y,3,Y,MD DAM SAFETY,,,,,,,MD,,0,-75.8729,38.7778
VA12501,NELSON DAM,2012-03-09,2013-03-12,TR-BOBS CREEK,VARIETY MILLS,NELSON,VA,VA05,ROBERT HURT (R),R,STATE,VA DEPARTMENT OF GAME & INLAND FISHERIES,1959,,N,SIGNIFICANT,Y,Y,Y,Y,42,920,738,,1.24,,Y,0,Y,DCR,,,,,,,VA,,0,-78.88,37.6933
VA01913,OLD ELKTON LAKE DAM,,2013-03-12,TR-ELK CREEK,ST.RT.622,BEDFORD,VA,VA06,BOB GOODLATTE (R),R,NOT LISTED,ROYCE H & KATHLEEN HUSTED,1900,,N,LOW,Y,Y,Y,Y,15,141,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-79.32,37.3616
VA03504,OLDE MILL GOLF CLUB DAM,2000-03-16,2013-03-12,STONE MOUNTAIN CREEK,VA STATE ROUTE 638,CARROLL,VA,VA09,H. MORGAN GRIFFITH (R),R,PRIVATE,OLDE MILL LAND L.P.,1972,,N,LOW,Y,Y,Y,Y,30,605,526,,6.7,J. A. GUSTIN & ASSOC.,Y,0,Y,DCR,,,,,,,VA,,0,-80.5233,36.69
VA10101,OLSSONS DAM,,2013-03-12,HERRICK CREEK,WEST POINT,KING WILLIAM,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,STURE OLSSON,1932,,N,LOW,Y,Y,Y,Y,9,785,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.8333,37.5566
MD00350,PIEDMONT WATER SUPPLY INTAKE DAM,2010-12-16,2013-02-04,SAVAGE RIVER,BLOOMINGTON,GARRETT,MD,MD06,JOHN K. DELANEY (D),D,LOCAL GOVERNMENT,"TOWN OF PIEDMONT, WV",1911,"1998,S",N,,Y,Y,Y,Y,8,60,118,,120,UNKNOWN,NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-79.1146,39.5008
MD00196,POCOMOKE CITY SEWAGE LAGOON NO.1,2011-05-06,2013-02-04,OFFSTREAM-TR-UNION BRANCH,PUNCHEON LANDING,WORCESTER,MD,MD01,ANDY HARRIS (R),R,LOCAL GOVERNMENT,POCOMOKE CITY,1972,1972,N,LOW,Y,Y,Y,Y,10,250,5400,10,0.1,"RUMMEL, KLEPPER AND KAHL",NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-75.5666,38.0516
MD00197,POCOMOKE CITY SEWAGE LAGOON NO.2,2011-05-06,2013-02-04,OFFSTREAM-TR-UNION BRANCH,PUNCHEON LANDING,WORCESTER,MD,MD01,ANDY HARRIS (R),R,LOCAL GOVERNMENT,POCOMOKE CITY,1972,1972,N,LOW,Y,Y,Y,Y,10,265,5500,10,0.1,"RUMMEL, KLEPPER AND KAHL",NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-75.565,38.0483
VA01914,POPLAR FOREST DAM,,2013-03-12,TR-TOMAHAWK CREEK,N&W RR,BEDFORD,VA,VA06,BOB GOODLATTE (R),R,NOT LISTED,POPLAR FOREST ASSOCIATES,1973,,N,LOW,Y,Y,Y,Y,22,62,500,865,,,NR,0,Y,DCR,15670,,USDA NRCS,,,,VA,,0,-79.27,37.3483
MD00078,POTOMAC RIVER DAM #4,2003-04-23,2013-02-27,POTOMAC RIVER,"MERCERSVILLE, MD",WASHINGTON,MD,MD06,JOHN K. DELANEY (D),D,FEDERAL,US DOI NPS C&O CANAL NAT HIST PARK,1869,1994,N,SIGNIFICANT,Y,Y,Y,Y,20,111600,715,1000000,5900,CHESAPEAKE & OHIO CANAL CO,N,3,Y,MD DAM SAFETY,,DOI NPS,,,DOI NPS,DOI BR,DOI NPS,,0,-77.8273,39.4941
VA81005,RADFORD,2012-09-18,2013-02-28,LITTLE RIVER,RADFORD,MONTGOMERY,VA,VA09,H. MORGAN GRIFFITH (R),R,LOCAL GOVERNMENT,RADFORD CITY OF,1934,,N,HIGH,N,N,N,N,52,1600,293,1590,351,,Y,1,N,,,,,,FERC,FERC,FERC,,1,-80.5728,37.0784
VA14503,REDFORD DAM,,2013-03-12,HORSEPEN  BRANCH OF DEEP CREEK,ST EMMA MILITARY ACADEMY,POWHATAN,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,T. C. REDFORD,1948,,N,LOW,Y,Y,Y,Y,13,426,600,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.0288,37.5906
MD00131,RISING SUN WASTE WATER LAGOON,2012-10-18,2013-02-04,OFFSTREAM-STONE RUN,RICHARDSMERE,CECIL,MD,MD01,ANDY HARRIS (R),R,LOCAL GOVERNMENT,CITY OF RISING SUN,1964,1964,N,LOW,Y,Y,Y,Y,10,119,1275,1,0.1,"RICHARDSON ASSOCIATES, INC",NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.08,39.7066
VA03703,ROANOKE CREEK DAM # 35A,2010-06-28,2013-03-12,BUSH FORD BRANCH,DRAKES BRANCH,CHARLOTTE,VA,VA05,ROBERT HURT (R),R,LOCAL GOVERNMENT,SOUTHSIDE SWCD,1960,,N,LOW,Y,Y,Y,Y,45,900,716,2700,2.8,USDA NRCS,Y,0,Y,DCR,55000,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-78.6366,37.0333
VA03710,ROANOKE CREEK DAM # 4A,2010-06-28,2013-03-12,JENKINS CREEK,CULLEN,CHARLOTTE,VA,VA05,ROBERT HURT (R),R,LOCAL GOVERNMENT,SOUTHSIDE SWCD,1962,,N,LOW,Y,Y,Y,Y,36.29,473,700,2440,1.67,USDA NRCS,Y,0,Y,DCR,24000,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-78.69,37.16
VA11906,ROSEGILL UPPER DAM,,2013-03-12,TRIB. RAPPAHANNOCK RIVER,BURHANS WHARF,MIDDLESEX,VA,VA01,ROBERT J. WITTMAN (R),R,PRIVATE,"SCOTT, ALFRED & STRUTHER",1960,,N,LOW,Y,Y,Y,Y,9,107,,,,,NR,0,Y,DCR,,,,,,,VA,,0,-76.565,37.6325
MD00093,SHORES OF CALVERT LOWER DAM,2012-06-07,2013-02-04,TR-PATUXENT RIVER,NOTTINGHAM,CALVERT,MD,MD05,STENY H. HOYER (D),D,PRIVATE,SHORES OF CALVERT ASSN,1972,"1995,S",N,LOW,Y,Y,Y,Y,15,126,186,300,0.1,MIKE RODEVICK (1995 REPAIRS); ROBERT D MURPHY (ORIGINAL DESIGN),NR,5,Y,MD DAM SAFETY,,,,,,,MD,,0,-76.6816,38.7383
VA10715,SKALLERUP DAM,,2013-03-12,TR-PANTHER SKIN CREEK,PHILLIPS CORNER,LOUDOUN,VA,VA10,FRANK R. WOLF (R),R,PRIVATE,CHARLIE MORGAN (MR. PETE T. SCAMARDO),1958,,N,,N,N,N,N,26,83,350,,,,NR,0,N,DCR,16372,,USDA NRCS,,,,VA,,0,-77.8666,38.995
VA01512,SOUTH RIVER DAM #11,2011-10-11,2013-03-12,CANADA RUN,LIPSCOMB,AUGUSTA,VA,VA06,BOB GOODLATTE (R),R,LOCAL GOVERNMENT,HEADWATERS SWCD,1957,,N,HIGH,Y,Y,Y,Y,27,292,1150,4028,1.4,USDA NRCS,Y,0,Y,DCR,48400,USDA NRCS,USDA NRCS,USDA NRCS,,,VA,,0,-78.9916,37.9933
VA08104,SPANGLER DAM,,2013-03-12,TR-COOKS BRANCH,ST RT 605,GREENSVILLE,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,GEORGIA PACIFIC CORP.,1955,,N,,Y,Y,Y,Y,23,248,819,2997,,,NR,0,Y,DCR,15242,,USDA NRCS,,,,VA,,0,-77.6416,36.82
VA18703,SPRING LAKE DAM,2009-04-03,2013-03-12,TR-VENUS BRANCH,SHENANDOAH FARMS,WARREN,VA,VA06,BOB GOODLATTE (R),R,PRIVATE,SHENANDOAH FARMS PROP OWNERS ASSOC.,1968,,N,SIGNIFICANT,Y,Y,Y,Y,51,57.5,335,920,0.2,,Y,0,Y,DCR,20321,,USDA NRCS,,,,VA,,0,-78.0333,38.9833
MD00130,ST CLAIR FARM POND,2012-01-19,2013-02-04,"CHURCH BRANCH, TR-BUSH CREEK",MONROVIA,FREDERICK,MD,MD08,CHRIS VAN HOLLEN (D),D,PRIVATE,THOMAS K. ST. CLAIR,1968,1968,N,LOW,Y,Y,Y,Y,18,64,396,10,0.6,SAMUEL ST CLAIR,Y,3,Y,MD DAM SAFETY,,,,,,,MD,,0,-77.2245,39.3416
MD00028,ST MARYS RIVER WATERSHED SITE 1,2012-07-26,2013-02-04,"WESTERN BR, ST. MARYS RIVER",GREAT MILLS,ST. MARYS,MD,MD05,STENY H. HOYER (D),D,STATE,"MD DNR-PUBLIC LANDS, ENGINEERING & CONSTR-SOUTHERN",1975,1975,N,HIGH,Y,Y,Y,Y,43,9600,1670,20576,8.8,USDA NRCS;ALLAN STAHL,Y,1,Y,MD DAM SAFETY,245309,USDA NRCS,USDA NRCS,USDA NRCS,,USDA NRCS,MD,,0,-76.5344,38.2519
VA02918,SUTHERLAND DAM,,2013-03-12,COLE CREEK,NEW CANTON,BUCKINGHAM,VA,VA05,ROBERT HURT (R),R,PRIVATE,M. Y. SUTHERLAND,1973,,N,LOW,Y,Y,Y,Y,18,117,350,,,,NR,0,Y,DCR,11400,,USDA NRCS,,,,VA,,0,-78.2866,37.675
VA11313,SWAIN DAM,,2013-03-12,TR-DEEP RUN,ZEUS,MADISON,VA,VA05,ROBERT HURT (R),R,NOT LISTED,"JOHN W. SKELTON, REV., TRUST ET ALS",1960,,N,LOW,Y,Y,Y,Y,22,90,533,,,,NR,0,Y,DCR,,,,,,,VA,,0,-78.1833,38.4466
VA04707,SWAN DAM,,2013-03-12,TR-JONAS RUN,BRANDY STATION,CULPEPER,VA,VA07,ERIC CANTOR (R),R,PRIVATE,"JAMES D. SWAN, JR.",1955,,N,LOW,Y,Y,Y,Y,20,80,250,,,,NR,0,Y,DCR,,,,,,,VA,,0,-77.935,38.52
VA00919,SWEET BRIAR COLLEGE - LOWER DAM,2006-10-30,2013-03-12,TR-WILLIAMS CREEK,AMHERST,AMHERST,VA,VA06,BOB GOODLATTE (R),R,PRIVATE,SWEET BRIAR COLLEGE,1900,,N,LOW,Y,Y,Y,Y,31.69,177,294,,1,MOD- WILEY & WILSON 1962,Y,0,Y,DCR,,,,,,,VA,,0,-79.08,37.565
VA00920,SWEET BRIAR COLLEGE - UPPER DAM,2006-10-30,2013-03-12,TR-WILLIAMS CREEK,AMHERST,AMHERST,VA,VA06,BOB GOODLATTE (R),R,PRIVATE,SWEET BRIAR COLLEGE,1962,,N,LOW,Y,Y,Y,Y,25.39,66,340,,0.1,WILEY & WILSON 1962,Y,0,Y,DCR,,,,,,,VA,,0,-79.085,37.56
VA00703,SWISS DIXIE DAM,2008-01-08,2013-03-12,TR-BEAVERPOND CREEK,VA STATE ROUTE 648,AMELIA,VA,VA04,J. RANDY FORBES (R),R,PRIVATE,"R&J INVESTMENTS, LLC",1969,,N,,Y,Y,Y,Y,30,363,500,2800,0.44,,Y,0,Y,DCR,,,USDA NRCS,,,,VA,,0,-77.9616,37.315
